surah_no,ayah_no_surah,surah_name_ar,ayah_ar,label,ayah_en,surah_name_en,surah_name_roman
42,3,سورة الشورىٰ,كَذَٰلِكَ يُوحِيٓ إِلَيۡكَ وَإِلَى ٱلَّذِينَ مِن قَبۡلِكَ ٱللَّهُ ٱلۡعَزِيزُ ٱلۡحَكِيمُ,joy,"And so you O Prophet are sent revelation, just like those before you, by Allahthe Almighty, AllWise.",The Consultation,Ash-Shuraa
42,12,سورة الشورىٰ,لَهُۥ مَقَالِيدُ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِۖ يَبۡسُطُ ٱلرِّزۡقَ لِمَن يَشَآءُ وَيَقۡدِرُۚ إِنَّهُۥ بِكُلِّ شَيۡءٍ عَلِيمٞ,joy,"To Him belong the keys of the treasuries of the heavens and the earth. He gives abundant or limited provisions to whoever He wills. Indeed, He has perfect knowledge of all things.",The Consultation,Ash-Shuraa
42,19,سورة الشورىٰ,ٱللَّهُ لَطِيفُۢ بِعِبَادِهِۦ يَرۡزُقُ مَن يَشَآءُۖ وَهُوَ ٱلۡقَوِيُّ ٱلۡعَزِيزُ,joy,"Allah is Ever Kind to His servants. He provides abundantly to whoever He wills. And He is the AllPowerful, Almighty.",The Consultation,Ash-Shuraa
42,26,سورة الشورىٰ,وَيَسۡتَجِيبُ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ وَيَزِيدُهُم مِّن فَضۡلِهِۦۚ وَٱلۡكَٰفِرُونَ لَهُمۡ عَذَابٞ شَدِيدٞ,joy,"He responds to those who believe and do good, and increases their reward out of His grace. As for the disbelievers, they will suffer a severe punishment.",The Consultation,Ash-Shuraa
42,28,سورة الشورىٰ,وَهُوَ ٱلَّذِي يُنَزِّلُ ٱلۡغَيۡثَ مِنۢ بَعۡدِ مَا قَنَطُواْ وَيَنشُرُ رَحۡمَتَهُۥۚ وَهُوَ ٱلۡوَلِيُّ ٱلۡحَمِيدُ,joy,"He is the One Who sends down rain after people have given up hope, spreading out His mercy. He is the Guardian, the Praiseworthy.",The Consultation,Ash-Shuraa
42,41,سورة الشورىٰ,وَلَمَنِ ٱنتَصَرَ بَعۡدَ ظُلۡمِهِۦ فَأُوْلَٰٓئِكَ مَا عَلَيۡهِم مِّن سَبِيلٍ,joy,There is no blame on those who enforce justice after being wronged.,The Consultation,Ash-Shuraa
42,43,سورة الشورىٰ,وَلَمَن صَبَرَ وَغَفَرَ إِنَّ ذَٰلِكَ لَمِنۡ عَزۡمِ ٱلۡأُمُورِ,joy,And whoever endures patiently and forgivessurely this is a resolve to aspire to.,The Consultation,Ash-Shuraa
42,49,سورة الشورىٰ,لِّلَّهِ مُلۡكُ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِۚ يَخۡلُقُ مَا يَشَآءُۚ يَهَبُ لِمَن يَشَآءُ إِنَٰثٗا وَيَهَبُ لِمَن يَشَآءُ ٱلذُّكُورَ,joy,"To Allah alone belongs the kingdom of the heavens and the earth. He creates whatever He wills. He blesses whoever He wills with daughters, and blesses whoever He wills with sons,",The Consultation,Ash-Shuraa
42,25,سورة الشورىٰ,وَهُوَ ٱلَّذِي يَقۡبَلُ ٱلتَّوۡبَةَ عَنۡ عِبَادِهِۦ وَيَعۡفُواْ عَنِ ٱلسَّيِّـَٔاتِ وَيَعۡلَمُ مَا تَفۡعَلُونَ,sadness,He is the One Who accepts repentance from His servants and pardons their sins. And He knows whatever you do.,The Consultation,Ash-Shuraa
42,30,سورة الشورىٰ,وَمَآ أَصَٰبَكُم مِّن مُّصِيبَةٖ فَبِمَا كَسَبَتۡ أَيۡدِيكُمۡ وَيَعۡفُواْ عَن كَثِيرٖ,sadness,Whatever affliction befalls you is because of what your own hands have committed. And He pardons much.,The Consultation,Ash-Shuraa
42,50,سورة الشورىٰ,أَوۡ يُزَوِّجُهُمۡ ذُكۡرَانٗا وَإِنَٰثٗاۖ وَيَجۡعَلُ مَن يَشَآءُ عَقِيمًاۚ إِنَّهُۥ عَلِيمٞ قَدِيرٞ,sadness,"or grants both, sons and daughters, to whoever He wills, and leaves whoever He wills infertile. He is indeed AllKnowing, Most Capable.",The Consultation,Ash-Shuraa
41,4,سورة فصلت,بَشِيرٗا وَنَذِيرٗا فَأَعۡرَضَ أَكۡثَرُهُمۡ فَهُمۡ لَا يَسۡمَعُونَ,anger,"delivering good news and warning. Yet most of them turn away, so they do not hear.",Explained in Detail,Fussilat
41,5,سورة فصلت,وَقَالُواْ قُلُوبُنَا فِيٓ أَكِنَّةٖ مِّمَّا تَدۡعُونَآ إِلَيۡهِ وَفِيٓ ءَاذَانِنَا وَقۡرٞ وَمِنۢ بَيۡنِنَا وَبَيۡنِكَ حِجَابٞ فَٱعۡمَلۡ إِنَّنَا عَٰمِلُونَ,anger,"They say, Our hearts are veiled against what you are calling us to, there is deafness in our ears, and there is a barrier between us and you. So do whatever you want and so shall we!",Explained in Detail,Fussilat
41,7,سورة فصلت,ٱلَّذِينَ لَا يُؤۡتُونَ ٱلزَّكَوٰةَ وَهُم بِٱلۡأٓخِرَةِ هُمۡ كَٰفِرُونَ,anger,those who do not pay almstax and are in denial of the Hereafter.,Explained in Detail,Fussilat
41,13,سورة فصلت,فَإِنۡ أَعۡرَضُواْ فَقُلۡ أَنذَرۡتُكُمۡ صَٰعِقَةٗ مِّثۡلَ صَٰعِقَةِ عَادٖ وَثَمُودَ,anger,"If they turn away, then say, O Prophet, I warn you of a mighty blast, like the one that befell d and Thamd.",Explained in Detail,Fussilat
41,20,سورة فصلت,حَتَّىٰٓ إِذَا مَا جَآءُوهَا شَهِدَ عَلَيۡهِمۡ سَمۡعُهُمۡ وَأَبۡصَٰرُهُمۡ وَجُلُودُهُم بِمَا كَانُواْ يَعۡمَلُونَ,anger,"When they reach it, their ears, eyes, and skin will testify against what they used to do.",Explained in Detail,Fussilat
41,22,سورة فصلت,وَمَا كُنتُمۡ تَسۡتَتِرُونَ أَن يَشۡهَدَ عَلَيۡكُمۡ سَمۡعُكُمۡ وَلَآ أَبۡصَٰرُكُمۡ وَلَا جُلُودُكُمۡ وَلَٰكِن ظَنَنتُمۡ أَنَّ ٱللَّهَ لَا يَعۡلَمُ كَثِيرٗا مِّمَّا تَعۡمَلُونَ,anger,"You did not bother to hide yourselves from your ears, eyes, and skin to prevent them from testifying against you. Rather, you assumed that Allah did not know much of what you used to do.",Explained in Detail,Fussilat
41,24,سورة فصلت,فَإِن يَصۡبِرُواْ فَٱلنَّارُ مَثۡوٗى لَّهُمۡۖ وَإِن يَسۡتَعۡتِبُواْ فَمَا هُم مِّنَ ٱلۡمُعۡتَبِينَ,anger,"Even if they endure patiently, the Fire will always be their home. And if they beg to appease their Lord, they will never be allowed to.",Explained in Detail,Fussilat
41,26,سورة فصلت,وَقَالَ ٱلَّذِينَ كَفَرُواْ لَا تَسۡمَعُواْ لِهَٰذَا ٱلۡقُرۡءَانِ وَٱلۡغَوۡاْ فِيهِ لَعَلَّكُمۡ تَغۡلِبُونَ,anger,"The disbelievers advised one another, Do not listen to this Quran but drown it out so that you may prevail.",Explained in Detail,Fussilat
41,27,سورة فصلت,فَلَنُذِيقَنَّ ٱلَّذِينَ كَفَرُواْ عَذَابٗا شَدِيدٗا وَلَنَجۡزِيَنَّهُمۡ أَسۡوَأَ ٱلَّذِي كَانُواْ يَعۡمَلُونَ,anger,"So We will certainly make the disbelievers taste a severe punishment, and We will surely repay them according to the worst of their deeds.",Explained in Detail,Fussilat
41,11,سورة فصلت,ثُمَّ ٱسۡتَوَىٰٓ إِلَى ٱلسَّمَآءِ وَهِيَ دُخَانٞ فَقَالَ لَهَا وَلِلۡأَرۡضِ ٱئۡتِيَا طَوۡعًا أَوۡ كَرۡهٗا قَالَتَآ أَتَيۡنَا طَآئِعِينَ,fear,"Then He turned towards the heaven when it was still like smoke, saying to it and to the earth, Submit, willingly or unwillingly. They both responded, We submit willingly.",Explained in Detail,Fussilat
41,16,سورة فصلت,فَأَرۡسَلۡنَا عَلَيۡهِمۡ رِيحٗا صَرۡصَرٗا فِيٓ أَيَّامٖ نَّحِسَاتٖ لِّنُذِيقَهُمۡ عَذَابَ ٱلۡخِزۡيِ فِي ٱلۡحَيَوٰةِ ٱلدُّنۡيَاۖ وَلَعَذَابُ ٱلۡأٓخِرَةِ أَخۡزَىٰۖ وَهُمۡ لَا يُنصَرُونَ,fear,"So We sent against them a furious wind, for several miserable days, to make them taste a humiliating punishment in this worldly life. But far more humiliating will be the punishment of the Hereafter. And they will not be helped.",Explained in Detail,Fussilat
41,36,سورة فصلت,وَإِمَّا يَنزَغَنَّكَ مِنَ ٱلشَّيۡطَٰنِ نَزۡغٞ فَٱسۡتَعِذۡ بِٱللَّهِۖ إِنَّهُۥ هُوَ ٱلسَّمِيعُ ٱلۡعَلِيمُ,fear,"And if you are tempted by Satan, then seek refuge with Allah. Indeed, He alone is the AllHearing, AllKnowing.",Explained in Detail,Fussilat
41,46,سورة فصلت,مَّنۡ عَمِلَ صَٰلِحٗا فَلِنَفۡسِهِۦۖ وَمَنۡ أَسَآءَ فَعَلَيۡهَاۗ وَمَا رَبُّكَ بِظَلَّٰمٖ لِّلۡعَبِيدِ,fear,"Whoever does good, it is to their own benefit. And whoever does evil, it is to their own loss. Your Lord is never unjust to His creation.",Explained in Detail,Fussilat
41,49,سورة فصلت,لَّا يَسۡـَٔمُ ٱلۡإِنسَٰنُ مِن دُعَآءِ ٱلۡخَيۡرِ وَإِن مَّسَّهُ ٱلشَّرُّ فَيَـُٔوسٞ قَنُوطٞ,fear,"One never tires of praying for good. And if touched with evil, they become desperate and hopeless.",Explained in Detail,Fussilat
41,52,سورة فصلت,قُلۡ أَرَءَيۡتُمۡ إِن كَانَ مِنۡ عِندِ ٱللَّهِ ثُمَّ كَفَرۡتُم بِهِۦ مَنۡ أَضَلُّ مِمَّنۡ هُوَ فِي شِقَاقِۭ بَعِيدٖ,fear,"Ask them, O  Prophet, Imagine if this Quran is truly from Allah and you deny it: who can be more astray than those who have gone too far in opposition to the truth?",Explained in Detail,Fussilat
41,54,سورة فصلت,أَلَآ إِنَّهُمۡ فِي مِرۡيَةٖ مِّن لِّقَآءِ رَبِّهِمۡۗ أَلَآ إِنَّهُۥ بِكُلِّ شَيۡءٖ مُّحِيطُۢ,fear,They are truly in doubt of the meeting with their Lord! But He is indeed Fully Aware of everything.,Explained in Detail,Fussilat
41,2,سورة فصلت,تَنزِيلٞ مِّنَ ٱلرَّحۡمَٰنِ ٱلرَّحِيمِ,joy,"This is a revelation from the Most Compassionate, Most Merciful.",Explained in Detail,Fussilat
41,3,سورة فصلت,كِتَٰبٞ فُصِّلَتۡ ءَايَٰتُهُۥ قُرۡءَانًا عَرَبِيّٗا لِّقَوۡمٖ يَعۡلَمُونَ,joy,"It is a Book whose verses are perfectly explaineda Quran in Arabic for people who know,",Explained in Detail,Fussilat
41,8,سورة فصلت,إِنَّ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ لَهُمۡ أَجۡرٌ غَيۡرُ مَمۡنُونٖ,joy,But those who believe and do good will certainly have a neverending reward.,Explained in Detail,Fussilat
41,30,سورة فصلت,إِنَّ ٱلَّذِينَ قَالُواْ رَبُّنَا ٱللَّهُ ثُمَّ ٱسۡتَقَٰمُواْ تَتَنَزَّلُ عَلَيۡهِمُ ٱلۡمَلَٰٓئِكَةُ أَلَّا تَخَافُواْ وَلَا تَحۡزَنُواْ وَأَبۡشِرُواْ بِٱلۡجَنَّةِ ٱلَّتِي كُنتُمۡ تُوعَدُونَ,joy,"Surely those who say, Our Lord is Allah, and then remain steadfast, the angels descend upon them, saying, Do not fear, nor grieve. Rather, rejoice in the good news of Paradise, which you have been promised.",Explained in Detail,Fussilat
41,32,سورة فصلت,نُزُلٗا مِّنۡ غَفُورٖ رَّحِيمٖ,joy,"an accommodation from the AllForgiving, Most Merciful Lord.",Explained in Detail,Fussilat
41,33,سورة فصلت,وَمَنۡ أَحۡسَنُ قَوۡلٗا مِّمَّن دَعَآ إِلَى ٱللَّهِ وَعَمِلَ صَٰلِحٗا وَقَالَ إِنَّنِي مِنَ ٱلۡمُسۡلِمِينَ,joy,"And whose words are better than someone who calls others to Allah, does good, and says, I am truly one of those who submit.?",Explained in Detail,Fussilat
40,6,سورة غافر,وَكَذَٰلِكَ حَقَّتۡ كَلِمَتُ رَبِّكَ عَلَى ٱلَّذِينَ كَفَرُوٓاْ أَنَّهُمۡ أَصۡحَٰبُ ٱلنَّارِ,anger,And so your Lords decree has been proven true against the disbelieversthat they will be the inmates of the Fire.,The Forgiver,Ghafir
40,12,سورة غافر,ذَٰلِكُم بِأَنَّهُۥٓ إِذَا دُعِيَ ٱللَّهُ وَحۡدَهُۥ كَفَرۡتُمۡ وَإِن يُشۡرَكۡ بِهِۦ تُؤۡمِنُواْۚ فَٱلۡحُكۡمُ لِلَّهِ ٱلۡعَلِيِّ ٱلۡكَبِيرِ,anger,"They will be told, No! This is because when Allah alone was invoked, you staunchly disbelieved. But when others were associated with Him in worship, you readily believed. So Today judgment belongs to Allah alonethe Most High, AllGreat.",The Forgiver,Ghafir
40,24,سورة غافر,إِلَىٰ فِرۡعَوۡنَ وَهَٰمَٰنَ وَقَٰرُونَ فَقَالُواْ سَٰحِرٞ كَذَّابٞ,anger,"to Pharaoh, Haman, and Korah. But they responded: Magician! Total liar!",The Forgiver,Ghafir
40,27,سورة غافر,وَقَالَ مُوسَىٰٓ إِنِّي عُذۡتُ بِرَبِّي وَرَبِّكُم مِّن كُلِّ مُتَكَبِّرٖ لَّا يُؤۡمِنُ بِيَوۡمِ ٱلۡحِسَابِ,anger,"Moses replied, I seek refuge in my Lord and your Lord from every arrogant person who does not believe in the Day of Reckoning.",The Forgiver,Ghafir
40,30,سورة غافر,وَقَالَ ٱلَّذِيٓ ءَامَنَ يَٰقَوۡمِ إِنِّيٓ أَخَافُ عَلَيۡكُم مِّثۡلَ يَوۡمِ ٱلۡأَحۡزَابِ,anger,"And the man who believed cautioned, O my people! I truly fear for you the doom of earlier enemy forces",The Forgiver,Ghafir
40,36,سورة غافر,وَقَالَ فِرۡعَوۡنُ يَٰهَٰمَٰنُ ٱبۡنِ لِي صَرۡحٗا لَّعَلِّيٓ أَبۡلُغُ ٱلۡأَسۡبَٰبَ,anger,"Pharaoh ordered, O Haman! Build me a high tower so I may reach the pathways",The Forgiver,Ghafir
40,46,سورة غافر,ٱلنَّارُ يُعۡرَضُونَ عَلَيۡهَا غُدُوّٗا وَعَشِيّٗاۚ وَيَوۡمَ تَقُومُ ٱلسَّاعَةُ أَدۡخِلُوٓاْ ءَالَ فِرۡعَوۡنَ أَشَدَّ ٱلۡعَذَابِ,anger,"they are exposed to the Fire in their graves morning and evening. And on the Day the Hour will be established it will be said, Admit Pharaohs people into the harshest punishment of Hell.",The Forgiver,Ghafir
40,63,سورة غافر,كَذَٰلِكَ يُؤۡفَكُ ٱلَّذِينَ كَانُواْ بِـَٔايَٰتِ ٱللَّهِ يَجۡحَدُونَ,anger,This is how those who used to reject Allahs signs were also deluded.,The Forgiver,Ghafir
40,70,سورة غافر,ٱلَّذِينَ كَذَّبُواْ بِٱلۡكِتَٰبِ وَبِمَآ أَرۡسَلۡنَا بِهِۦ رُسُلَنَاۖ فَسَوۡفَ يَعۡلَمُونَ,anger,They are the ones who reject this Book and all scriptures We sent Our messengers with. So they will know the consequences,The Forgiver,Ghafir
40,74,سورة غافر,مِن دُونِ ٱللَّهِۖ قَالُواْ ضَلُّواْ عَنَّا بَل لَّمۡ نَكُن نَّدۡعُواْ مِن قَبۡلُ شَيۡـٔٗاۚ كَذَٰلِكَ يُضِلُّ ٱللَّهُ ٱلۡكَٰفِرِينَ,anger,"with Allah? They will cry, They have all failed us. In fact, we did not invoke anything real before. This is how Allah leaves the disbelievers to stray.",The Forgiver,Ghafir
40,75,سورة غافر,ذَٰلِكُم بِمَا كُنتُمۡ تَفۡرَحُونَ فِي ٱلۡأَرۡضِ بِغَيۡرِ ٱلۡحَقِّ وَبِمَا كُنتُمۡ تَمۡرَحُونَ,anger,"They will be told, This punishment is for being prideful on earth unjustly and for acting arrogantly.",The Forgiver,Ghafir
40,81,سورة غافر,وَيُرِيكُمۡ ءَايَٰتِهِۦ فَأَيَّ ءَايَٰتِ ٱللَّهِ تُنكِرُونَ,anger,And He shows you His signs. Now which of Allahs signs will you deny?,The Forgiver,Ghafir
40,3,سورة غافر,غَافِرِ ٱلذَّنۢبِ وَقَابِلِ ٱلتَّوۡبِ شَدِيدِ ٱلۡعِقَابِ ذِي ٱلطَّوۡلِۖ لَآ إِلَٰهَ إِلَّا هُوَۖ إِلَيۡهِ ٱلۡمَصِيرُ,fear,"the Forgiver of sin and Accepter of repentance, the Severe in punishment, and Infinite in bounty. There is no god worthy of worship except Him. To Him alone  is the final return.",The Forgiver,Ghafir
